playerid;playerfullname;playerusename;positionabbrev;position;primarypositionabbrev
122918;Chris Stynes;Chris;3B;Third Base;3B
111533;Brant Brown;Brant;1B;First Base;LF
122096;Dave Shean;Dave;2B;Second Base;2B
118340;Jerry Martin;Jerry;CF;Outfielder;CF
543743;Dave Sappelt;Dave;CF;Outfielder;LF
122750;Earl Stephenson;Earl;P;Pitcher;P
120191;Rafael Palmeiro;Rafael;LF;Outfielder;1B
122590;Rob Sperring;Rob;2B;Second Base;2B
119378;Vern Morgan;Vern;NULL;NULL;3B
664731;P.J. Higgins;P.J.;1B;First Base;C
112969;Jack Curtis;Jack;P;Pitcher;P
122307;Jimmy Slagle;Jimmy;CF;Outfielder;OF
407862;Reed Johnson;Reed;RF;Outfielder;LF
123815;Chico Walker;Chico;NULL;NULL;OF
114844;Doug Glanville;Doug;CF;Outfielder;CF
113949;Johnny Evers;Johnny;2B;Second Base;2B
122779;Jimmy Stewart;Jimmy;2B;Second Base;LF
124791;Dutch Zwilling;Dutch;CF;Outfielder;OF
445213;Brandon Kintzler;Brandon;P;Pitcher;P
117961;Terrell Lowery;Terrell;CF;Outfielder;CF
123466;Manny Trillo;Manny;3B;Third Base;2B
400130;Scott Chiasson;Scott;P;Pitcher;P
115396;Ralph Hamner;Ralph;P;Pitcher;P
115471;Bubbles Hargrave;Bubbles;C;Catcher;C
519068;Efren Navarro;Efren;1B;First Base;1B
120727;Bill Powell;Bill;P;Pitcher;P
542924;Jeff Beliveau;Jeff;P;Pitcher;P
115811;Gene Hermanski;Gene;RF;Outfielder;RF
123518;Ted Turner;Ted;P;Pitcher;P
643410;Mark Leiter Jr.;Mark;P;Pitcher;P
124560;Gary Woods;Gary;CF;Outfielder;CF
115794;Roy Henshaw;Roy;P;Pitcher;P
114558;Oscar Gamble;Oscar;CF;Outfielder;OF
285131;Cesar Izturis;Cesar;SS;Shortstop;SS
124310;Cy Williams;Cy;LF;Outfielder;OF
150032;Roosevelt Brown;Roosevelt;LF;Outfielder;LF
121678;Scott Sanderson;Scott;P;Pitcher;P
111896;Dick Calmus;Dick;P;Pitcher;P
122573;Chris Speier;Chris;SS;Shortstop;SS
122327;Dwain Sloat;Dwain;P;Pitcher;P
545363;Jacob Turner;Jacob;P;Pitcher;P
123044;Bill Sweeney;Bill;2B;Second Base;2B
118570;Harry McChesney;Harry;RF;Outfielder;RF
115156;Denver Grigsby;Denver;RF;Outfielder;LF
110471;Gene Baker;Gene;2B;Second Base;2B
122084;Marty Shay;Marty;SS;Shortstop;2B
457122;Rocky Cherry;Rocky;P;Pitcher;P
117458;Don Landrum;Don;NULL;NULL;CF
116652;Roy Joiner;Roy;P;Pitcher;P
117070;Jerry Kindall;Jerry;SS;Shortstop;2B
407578;Mark Prior;Mark;P;Pitcher;P
434628;Jason Hammel;Jason;P;Pitcher;P
111774;John Burrows;John;P;Pitcher;P
118347;Morrie Martin;Morrie;P;Pitcher;P
120542;Charlie Pick;Charlie;2B;Second Base;2B
111791;Guy Bush;Guy;P;Pitcher;P
543734;Chris Rusin;Chris;P;Pitcher;P
115448;Ed Hanyzewski;Ed;P;Pitcher;P
459336;Billy Petrick;Billy;P;Pitcher;P
400136;Jason Smith;Jason;SS;Shortstop;2B
119785;Joe Niekro;Joe;P;Pitcher;P
120104;Johnny Ostrowski;Johnny;LF;Outfielder;LF
116564;Ben Johnson;Ben;P;Pitcher;P
117165;Johnny Klippstein;Johnny;P;Pitcher;P
466918;Manny Corpas;Manny;P;Pitcher;P
121437;Rolando Roomes;Rolando;NULL;NULL;LF
111637;Warren Brusstar;Warren;P;Pitcher;P
123093;Ted Tappe;Ted;RF;Outfielder;RF
547982;Leonys Martin;Leonys;CF;Outfielder;CF
115038;Hank Grampp;Hank;P;Pitcher;P
118589;George McConnell;George;P;Pitcher;P
114260;Cliff Floyd;Cliff;RF;Outfielder;LF
122471;Willie Smith;Willie;LF;Outfielder;LF
123872;Lee Walls;Lee;RF;Outfielder;RF
121629;Angel Salazar;Angel;SS;Shortstop;SS
121726;Carl Sawatski;Carl;NULL;NULL;C
111959;Chris Cannizzaro;Chris;C;Catcher;C
570489;Arismendy AlcĂˇntara;Arismendy;CF;Outfielder;CF
122691;Ray Starr;Ray;P;Pitcher;P
118472;Jakie May;Jakie;P;Pitcher;P
124587;Chuck Wortman;Chuck;2B;Second Base;SS
117601;Derrek Lee;Derrek;1B;First Base;1B
111243;Steve Boros;Steve;NULL;NULL;3B
117045;Pete Kilduff;Pete;2B;Second Base;2B
116519;Frank Jelincich;Frank;LF;Outfielder;LF
121354;Freddy Rodriguez;Freddy;P;Pitcher;P
122100;Jimmy Sheckard;Jimmy;LF;Outfielder;OF
119333;Jerry Morales;Jerry;CF;Outfielder;RF
120241;Roy Parmelee;Roy;P;Pitcher;P
124277;Bob Will;Bob;NULL;NULL;RF
117963;Peanuts Lowrey;Peanuts;CF;Outfielder;LF
115978;Gene Hiser;Gene;CF;Outfielder;LF
116358;Jeff Huson;Jeff;NULL;NULL;SS
324432;Augie Ojeda;Augie;3B;Third Base;SS
116102;Fred Holmes;Fred;C;Catcher;C
111867;Miguel Cairo;Miguel;2B;Second Base;2B
115884;Greg Hibbard;Greg;P;Pitcher;P
111462;Dan Briggs;Dan;NULL;NULL;1B
150020;Jerry Hairston;Jerry;CF;Outfielder;2B
120086;Tiny Osborne;Tiny;P;Pitcher;P
446381;Darwin Barney;Darwin;SS;Shortstop;2B
124045;Lefty Weinert;Lefty;P;Pitcher;P
451594;Deter Fowler;Deter;CF;Outfielder;CF
407930;Bobby Hill;Bobby;2B;Second Base;2B
116714;Percy Jones;Percy;P;Pitcher;P
123544;Mike Tyson;Mike;2B;Second Base;2B
115757;Elrod Hendricks;Elrod;C;Catcher;C
600869;Jeimer Candelario;Jeimer;1B;First Base;3B
123745;Otto Vogel;Otto;RF;Outfielder;OF
113374;Miguel Dilone;Miguel;NULL;NULL;LF
111668;Steve Buechele;Steve;3B;Third Base;3B
116251;Ken Hubbs;Ken;2B;Second Base;2B
115461;Ale Hardy;Ale;P;Pitcher;P
516770;Starlin Castro;Starlin;SS;Shortstop;SS
150031;Tarrik Brock;Tarrik;LF;Outfielder;LF
425768;Angel Guzman;Angel;P;Pitcher;P
455088;Blake DeWitt;Blake;2B;Second Base;2B
573127;Zac Rosscup;Zac;P;Pitcher;P
123940;Hooks Warner;Hooks;3B;Third Base;3B
115144;Mike Griffin;Mike;P;Pitcher;P
118824;Jimmy McMath;Jimmy;LF;Outfielder;LF
457384;Bobby Scales;Bobby;3B;Third Base;LF
592858;Rowan Wick;Rowan;P;Pitcher;P
624585;Jorge Soler;Jorge;LF;Outfielder;RF
120769;Ray Prim;Ray;P;Pitcher;P
119683;Cal Neeman;Cal;C;Catcher;C
471865;Carlos GonzĂˇlez;Carlos;RF;Outfielder;RF
120899;Bob Ramazzotti;Bob;SS;Shortstop;2B
624522;Keegan Thompson;Keegan;P;Pitcher;P
123371;Al Todd;Al;C;Catcher;C
119383;George Moriarty;George;3B;Third Base;3B
124425;Steve Wilson;Steve;P;Pitcher;P
122055;Red Shannon;Red;SS;Shortstop;2B
111495;Lou Brock;Lou;CF;Outfielder;LF
111663;Bill Buckner;Bill;1B;First Base;1B
116840;Matt Karchner;Matt;P;Pitcher;P
119825;Dickie Noles;Dickie;P;Pitcher;P
113658;Leon Durham;Leon;1B;First Base;1B
112979;Kiki Cuyler;Kiki;CF;Outfielder;RF
120213;Milt Pappas;Milt;P;Pitcher;P
119847;Ron Northey;Ron;RF;Outfielder;RF
518792;Jason Heyward;Jason;RF;Outfielder;RF
445599;Scott Moore;Scott;1B;First Base;3B
124675;James York;James;P;Pitcher;P
119376;Bobby Morgan;Bobby;2B;Second Base;2B
121558;Bob Rush;Bob;P;Pitcher;P
123072;Pat Tabler;Pat;2B;Second Base;1B
114944;Wilbur Good;Wilbur;CF;Outfielder;RF
121357;Henry Rodriguez;Henry;LF;Outfielder;LF
518852;Eric Jokisch;Eric;P;Pitcher;P
408310;Aaron Heilman;Aaron;P;Pitcher;P
111675;Bob Buhl;Bob;P;Pitcher;P
111055;Clarence Blair;Clarence;2B;Second Base;2B
663611;Nick Madrigal;Nick;3B;Third Base;3B
458677;Justin Wilson;Justin;P;Pitcher;P
150331;Josh Paul;Josh;C;Catcher;C
121902;Wayne Schurr;Wayne;P;Pitcher;P
116880;Walter Keating;Walter;SS;Shortstop;SS
666624;Christopher Morel;Christopher;DH;Designated Hitter;3B
136303;Jose Nieves;Jose;SS;Shortstop;SS
111603;Byron Browne;Byron;LF;Outfielder;LF
113301;Tom Dettore;Tom;P;Pitcher;P
606995;Justin Hancock;Justin;P;Pitcher;P
493128;Munenori Kawasaki;Munenori;2B;Second Base;2B
691718;Pete Crow-Armstrong;Pete;CF;Outfielder;CF
112408;Gene Clines;Gene;LF;Outfielder;LF
655889;Manuel RodrĂ­guez;Manuel;P;Pitcher;P
123912;Chris Ward;Chris;NULL;NULL;OF
124291;Brian Williams;Brian;P;Pitcher;P
595879;Javier Baez;Javier;3B;Third Base;SS
448857;Jose Ascanio;Jose;P;Pitcher;P
407862;Reed Johnson;Reed;CF;Outfielder;LF
150197;Jose Macias;Jose;NULL;NULL;3B
123146;Jack Taylor;Jack;P;Pitcher;P
113739;Tom Edens;Tom;P;Pitcher;P
112281;John Churry;John;C;Catcher;C
121980;Kurt Seibert;Kurt;NULL;NULL;2B
118642;Ed McDonald;Ed;3B;Third Base;3B
122779;Jimmy Stewart;Jimmy;NULL;NULL;LF
120274;Claude Passeau;Claude;P;Pitcher;P
119230;Bill Moisan;Bill;P;Pitcher;P
114911;Leo Gomez;Leo;3B;Third Base;3B
123617;Vito Valentinetti;Vito;P;Pitcher;P
119439;Paul Moskau;Paul;P;Pitcher;P
117291;Randy Kramer;Randy;P;Pitcher;P
113062;Doug Dascenzo;Doug;LF;Outfielder;CF
115417;Todd Haney;Todd;2B;Second Base;2B
120928;Merritt Ranew;Merritt;NULL;NULL;C
453186;Scott Maine;Scott;P;Pitcher;P
110346;Jim Asbell;Jim;LF;Outfielder;LF
115935;Glenallen Hill;Glenallen;NULL;NULL;RF
119511;Jerry Mumphrey;Jerry;LF;Outfielder;CF
120425;Harry Perkowski;Harry;P;Pitcher;P
112979;Kiki Cuyler;Kiki;LF;Outfielder;RF
621550;Patrick Wisdom;Patrick;3B;Third Base;1B
116832;John Kane;John;LF;Outfielder;CF
571521;Re Brothers;Re;P;Pitcher;P
117169;Joe Klugmann;Joe;2B;Second Base;2B
488751;Ale Burnett;Ale;P;Pitcher;P
123118;Julian Tavarez;Julian;P;Pitcher;P
121800;Hank Schenz;Hank;2B;Second Base;2B
430604;Roberto Novoa;Roberto;P;Pitcher;P
121288;Dave Robertson;Dave;CF;Outfielder;RF
605170;Victor Caratini;Victor;NULL;NULL;C
124185;Rondell White;Rondell;LF;Outfielder;LF
119627;Richie Myers;Richie;NULL;NULL;PH
123334;Bobby Tiefenauer;Bobby;P;Pitcher;P
120131;Ernie Ovitz;Ernie;P;Pitcher;P
623520;David Bote;David;3B;Third Base;3B
111673;Damon Buford;Damon;CF;Outfielder;CF
115907;Irv Higginbotham;Irv;P;Pitcher;P
122733;Rick Stelmaszek;Rick;C;Catcher;C
113062;Doug Dascenzo;Doug;CF;Outfielder;CF
519222;Austin Romine;Austin;C;Catcher;C
112003;Don Carlsen;Don;P;Pitcher;P
119128;Ward Miller;Ward;LF;Outfielder;LF
123213;Bob Tewksbury;Bob;P;Pitcher;P
121537;Ken Rudolph;Ken;C;Catcher;C
111513;Mandy Brooks;Mandy;CF;Outfielder;CF
118225;Gus Mancuso;Gus;C;Catcher;C
123308;Bobby Thomson;Bobby;CF;Outfielder;CF
112702;Red Corriden;Red;SS;Shortstop;SS
110823;George Bell;George;LF;Outfielder;LF
111985;Don Cardwell;Don;P;Pitcher;P
112274;Loyd Christopher;Loyd;LF;Outfielder;LF
111770;Ray Burris;Ray;P;Pitcher;P
124646;George Yantz;George;C;Catcher;C
123089;Chuck Tanner;Chuck;LF;Outfielder;LF
119632;Chris Nabholz;Chris;P;Pitcher;P
122680;Tom Stanton;Tom;C;Catcher;C
123374;Jim Todd;Jim;P;Pitcher;P
121861;Paul Schramka;Paul;LF;Outfielder;LF
136664;Michael Barrett;Michael;C;Catcher;C
501888;Ryan Kalish;Ryan;NULL;NULL;CF
123333;Dick Tidrow;Dick;P;Pitcher;P
114274;Gene Fodge;Gene;P;Pitcher;P
124084;Turk Wendell;Turk;P;Pitcher;P
110199;George Altman;George;CF;Outfielder;RF
114844;Doug Glanville;Doug;LF;Outfielder;CF
122857;Doug Strange;Doug;3B;Third Base;3B
113481;Brian Dorsett;Brian;C;Catcher;C
112447;Frank Coggins;Frank;NULL;NULL;2B
121879;Frank Schulte;Frank;LF;Outfielder;LF
120104;Johnny Ostrowski;Johnny;3B;Third Base;LF
116168;Tim Hosley;Tim;C;Catcher;C
122977;Champ Summers;Champ;NULL;NULL;RF
119378;Vern Morgan;Vern;3B;Third Base;3B
462940;Juan Mateo;Juan;P;Pitcher;P
571676;Seth Frankoff;Seth;P;Pitcher;P
120348;Jorge Pedre;Jorge;C;Catcher;C
122779;Jimmy Stewart;Jimmy;LF;Outfielder;LF
503351;Blake Lalli;Blake;C;Catcher;1B
110312;Ale Arias;Ale;SS;Shortstop;SS
110942;Dick Bertell;Dick;C;Catcher;C
112827;Chuck Crim;Chuck;P;Pitcher;P
600303;Tommy La Stella;Tommy;NULL;NULL;DH
115935;Glenallen Hill;Glenallen;CF;Outfielder;RF
118754;Harry McIntire;Harry;P;Pitcher;P
114971;Tom Gordon;Tom;P;Pitcher;P
113285;Paul Derringer;Paul;P;Pitcher;P
150035;Kyle Farnsworth;Kyle;P;Pitcher;P
122912;Bobby Sturgeon;Bobby;2B;Second Base;SS
670223;Matt Mervis;Matt;1B;First Base;1B
116115;Ken Holtzman;Ken;P;Pitcher;P
115578;Jeff Hartsock;Jeff;P;Pitcher;P
117748;Carlos Lezcano;Carlos;CF;Outfielder;CF
123507;Pete Turgeon;Pete;SS;Shortstop;SS
116874;Teddy Kearns;Teddy;1B;First Base;1B
119577;Tony Murray;Tony;CF;Outfielder;CF
124050;Butch Weis;Butch;RF;Outfielder;OF
113868;Al Epperly;Al;P;Pitcher;P
117518;Al Lary;Al;P;Pitcher;P
111705;Smoky Burgess;Smoky;C;Catcher;C
120391;Joe Pepitone;Joe;CF;Outfielder;1B
117509;Dave LaRoche;Dave;P;Pitcher;P
122759;Walter Stephenson;Walter;C;Catcher;C
425503;Freddie Bynum;Freddie;NULL;NULL;SS
110769;Heinz Becker;Heinz;1B;First Base;1B
459714;Buck Coats;Buck;NULL;NULL;CF
115415;Chris Haney;Chris;P;Pitcher;P
119867;Jose Antonio Nunez;Jose Antonio;P;Pitcher;P
117393;Ralph LaCock;Ralph;NULL;NULL;1B
110065;Mike Adams;Mike;NULL;NULL;LF
117280;Fabian Kowalik;Fabian;P;Pitcher;P
113282;Bob Dernier;Bob;CF;Outfielder;CF
474463;Brett Anderson;Brett;P;Pitcher;P
460072;Jason Berken;Jason;P;Pitcher;P
112444;Kevin Coffman;Kevin;P;Pitcher;P
114263;John Fluhrer;John;LF;Outfielder;LF
676724;Jared Young;Jared;1B;First Base;1B
502188;Jeff Samardzija;Jeff;P;Pitcher;P
488671;Ale Avila;Ale;C;Catcher;C
641684;Michael Hermosillo;Michael;CF;Outfielder;CF
407297;Juan Cruz;Juan;P;Pitcher;P
110199;George Altman;George;NULL;NULL;RF
120119;Billy Ott;Billy;NULL;NULL;RF
114227;Bill Fleming;Bill;P;Pitcher;P
114043;Vern Fear;Vern;P;Pitcher;P
640470;Adbert Alzolay;Adbert;P;Pitcher;P
111533;Brant Brown;Brant;CF;Outfielder;LF
122544;Sammy Sosa;Sammy;RF;Outfielder;RF
116207;Del Howard;Del;RF;Outfielder;1B
115348;Mel Hall;Mel;CF;Outfielder;LF
111251;Thad Bosley;Thad;NULL;NULL;LF
150034;Doug Creek;Doug;P;Pitcher;P
111261;Derek Botelho;Derek;P;Pitcher;P
120085;Donovan Osborne;Donovan;P;Pitcher;P
124268;Dean Wilkins;Dean;P;Pitcher;P
123654;Ike Van Zandt;Ike;CF;Outfielder;P
113726;Dennis Eckersley;Dennis;P;Pitcher;P
110853;Alan Benes;Alan;P;Pitcher;P
117793;Freddie Lindstrom;Freddie;CF;Outfielder;3B
150021;Darnell McDonald;Darnell;NULL;NULL;RF
123888;Tom Walsh;Tom;C;Catcher;C
116038;Solly Hofman;Solly;CF;Outfielder;CF
120866;Dick Radatz;Dick;P;Pitcher;P
116581;Don Johnson;Don;2B;Second Base;2B
456029;David Patton;David;P;Pitcher;P
111244;Joe Borowski;Joe;P;Pitcher;P
112228;Virgil Cheeves;Virgil;P;Pitcher;P
115301;Casey Hageman;Casey;P;Pitcher;P
430957;Brad Snyder;Brad;RF;Outfielder;1B
122983;Jim Sundberg;Jim;C;Catcher;C
594772;Jake Bucha;Jake;P;Pitcher;P
113614;Nick Dumovich;Nick;P;Pitcher;P
112522;Bill Collins;Bill;LF;Outfielder;LF
124388;Enrique Wilson;Enrique;NULL;NULL;2B
122533;Rudy Sommers;Rudy;P;Pitcher;P
121066;Laddie Renfroe;Laddie;P;Pitcher;P
542364;Rafael Ortega;Rafael;CF;Outfielder;CF
458690;Chris Volstad;Chris;P;Pitcher;P
592767;Drew Smyly;Drew;P;Pitcher;P
120993;Jeff Reed;Jeff;C;Catcher;C
113887;Dick Errickson;Dick;P;Pitcher;P
430917;Mike Fontenot;Mike;NULL;NULL;2B
120945;Tommy Raub;Tommy;C;Catcher;C
